	St_Patrick	Abita	Callopie	Alana	Unknown	Dyani	Nyx	Ariadne	Luna	Minerva	Jordan	Corey	Theodora	Bathsheba	Odysseus	Ivy	Ivanhoe	Octavia	Unknown_G2.3	Unknown_G2.2	Wings	Orf	Juniper	Azalea	Mimosa	Agate	Zanahoria	Rambo_II	Siobhan	Unknown_G2.1	Talia	URG.1	URG.10	URG.11	URG.12	URG.13	URG.14	URG.2	URG.3	URG.4	URG.5	URG.6	URG.7	URG.8	URG.9
Wings	0.5876152832674572	0.5267441860465116	0.5210280373831776	0.5498753117206983	0.5741857659831122	0.5481481481481482	0.5903919089759798	0.5121668597914253	0.5373493975903615	0.538647342995169	0.5482295482295483	0.5105882352941177	0.5191815856777494	0.5308176100628931	0.5444711538461539	0.5312145289443814	0.5607843137254902	0.5740112994350283	0.5324189526184538	0.5150060024009604	0.0	0.5181818181818182	0.44835680751173707	0.5145518044237486	0.5783718104495748	0.5335731414868106	0.5741573033707865	0.5249709639953543	0.5248138957816377	0.5632458233890215	0.531322505800464	0.5338253382533825	0.7653562653562653	0.572692793931732	0.525323910482921	0.5154894671623296	0.5237543453070683	0.535024154589372	0.5436893203883495	0.5550122249388753	0.5273809523809524	0.5447852760736196	0.5617128463476071	0.532608695652174	0.5393939393939394
Orf	0.5815423514538559	0.4896788990825688	0.49942987457240595	0.5420673076923077	0.5402843601895735	0.5139393939393939	0.5861650485436893	0.4875283446712018	0.5285215366705471	0.5314685314685315	0.5179425837320574	0.4890929965556831	0.5196078431372549	0.539568345323741	0.5164705882352941	0.5050055617352615	0.568407960199005	0.5566556655665567	0.5322966507177034	0.49649532710280375	0.5181818181818182	0.0	0.5021834061135371	0.4793577981651376	0.5545023696682464	0.5197674418604651	0.5360710321864595	0.4879725085910653	0.5126050420168067	0.5486111111111112	0.5079365079365079	0.5125748502994012	0.7319711538461539	0.5674362089914945	0.5136986301369864	0.5	0.49716231555051077	0.4910394265232975	0.5328638497652582	0.5539906103286385	0.5138568129330254	0.5526932084309133	0.5533980582524272	0.5117647058823529	0.514792899408284
Juniper	0.608058608058608	0.4983127109111361	0.5111607142857143	0.5585480093676815	0.5763097949886105	0.5534883720930233	0.6049528301886793	0.5191675794085433	0.5058275058275058	0.5191193511008111	0.5451388888888888	0.5028058361391695	0.5404761904761904	0.5320665083135392	0.5127906976744186	0.5163398692810458	0.5761266747868453	0.5384615384615384	0.5455607476635514	0.48607888631090485	0.44835680751173707	0.5021834061135371	0.0	0.4864864864864865	0.5604651162790698	0.5160919540229885	0.5339912280701754	0.5016797312430011	0.5332555425904317	0.5496009122006842	0.5210643015521065	0.5280373831775701	0.7609699769053118	0.5560916767189384	0.5317018909899889	0.5279069767441861	0.49551569506726456	0.5139211136890951	0.535796766743649	0.5779294653014789	0.5237556561085973	0.541860465116279	0.5526315789473685	0.5184757505773672	0.533410138248848
Azalea	0.6028097062579821	0.5011627906976744	0.5040650406504065	0.5168961201501877	0.5423728813559322	0.5443499392466585	0.5962962962962963	0.49191685912240185	0.5543859649122806	0.5674418604651162	0.5338983050847458	0.4811320754716981	0.5323383084577115	0.5125	0.49266503667481665	0.502844141069397	0.5766793409378961	0.5069767441860465	0.5233990147783252	0.5029726516052319	0.5145518044237486	0.4793577981651376	0.4864864864864865	0.0	0.5265760197775031	0.5556844547563805	0.47218934911242605	0.4637336504161712	0.5600475624256838	0.5317365269461077	0.5109826589595375	0.5085995085995086	0.7258064516129032	0.5630461922596754	0.49586776859504134	0.5301204819277109	0.4982618771726535	0.503030303030303	0.51338199513382	0.5263157894736842	0.5240328253223916	0.5339805825242718	0.545	0.5114320096269555	0.5127272727272727
Mimosa	0.640990371389271	0.566060606060606	0.547911547911548	0.5477792732166891	0.5703125	0.5945945945945946	0.5759668508287292	0.5312117503059975	0.5475578406169666	0.6012422360248447	0.5305851063829787	0.5567765567765568	0.5718085106382979	0.5642384105960265	0.567979669631512	0.5913853317811408	0.5835654596100278	0.5738498789346247	0.5328859060402684	0.5423514538558787	0.5783718104495748	0.5545023696682464	0.5604651162790698	0.5265760197775031	0.0	0.5938271604938271	0.560145808019441	0.5483476132190942	0.5994930291508238	0.6104218362282878	0.5672727272727273	0.520694259012016	0.7154811715481172	0.5704514363885089	0.5526641883519207	0.5588615782664942	0.5679903730445247	0.5690747782002535	0.5710627400768246	0.5813953488372093	0.5623441396508728	0.5594771241830065	0.5912117177097204	0.5647208121827412	0.5683269476372924
Agate	0.587516960651289	0.5441696113074205	0.5209580838323353	0.5761006289308176	0.5522012578616352	0.5469543147208121	0.5736842105263158	0.5396270396270396	0.532258064516129	0.5569155446756426	0.5397225725094578	0.5280095351609059	0.4993342210386152	0.5347938144329897	0.525	0.527972027972028	0.5733333333333334	0.5652680652680653	0.5288831835686778	0.5274725274725275	0.5335731414868106	0.5197674418604651	0.5160919540229885	0.5556844547563805	0.5938271604938271	0.0	0.5587892898719441	0.5337278106508876	0.5452261306532663	0.5282308657465495	0.5470588235294118	0.5229007633587787	0.7748427672955975	0.5456953642384106	0.5289156626506024	0.5209125475285171	0.5272511848341233	0.5037974683544304	0.5405742821473158	0.5448798988621998	0.5129469790382244	0.5508155583437893	0.541994750656168	0.5236907730673317	0.5120405576679341
Zanahoria	0.6099744245524297	0.5298165137614679	0.5224913494809689	0.540272614622057	0.5698924731182796	0.5581113801452785	0.6134969325153374	0.5221843003412969	0.5725900116144018	0.5655737704918032	0.5299145299145299	0.534324942791762	0.5446650124069479	0.5377008652657602	0.5157384987893463	0.5175537938844847	0.6205191594561187	0.5046838407494145	0.5533980582524272	0.5407925407925408	0.5741573033707865	0.5360710321864595	0.5339912280701754	0.47218934911242605	0.560145808019441	0.5587892898719441	0.0	0.5023310023310024	0.591812865497076	0.5170316301703163	0.5443181818181818	0.5061881188118812	0.7137452711223203	0.57356608478803	0.5058962264150944	0.5116564417177915	0.49063231850117095	0.5363528009535161	0.49814585908529047	0.5294840294840295	0.5130641330166271	0.5616766467065868	0.5555555555555556	0.4981684981684982	0.5140073081607796
Rambo_II	0.5979381443298969	0.5046620046620046	0.5127610208816705	0.520702634880803	0.5209876543209877	0.5356265356265356	0.5950310559006211	0.47953216374269003	0.5144927536231884	0.5660818713450292	0.5268948655256723	0.5110336817653891	0.5325	0.5031605562579013	0.47766749379652607	0.5130533484676504	0.5531088082901554	0.5017584994138335	0.5235148514851485	0.5065554231227652	0.5249709639953543	0.4879725085910653	0.5016797312430011	0.4637336504161712	0.5483476132190942	0.5337278106508876	0.5023310023310024	0.0	0.5671819262782402	0.5406698564593302	0.5264367816091954	0.504950495049505	0.7503059975520195	0.5506329113924051	0.481437125748503	0.5249088699878494	0.4929906542056075	0.5048661800486618	0.5116279069767442	0.5336597307221542	0.5154028436018957	0.5447941888619855	0.5703703703703704	0.49142156862745096	0.5342136854741897
Siobhan	0.5489913544668588	0.5287637698898409	0.5633971291866029	0.5514511873350924	0.5860759493670886	0.5847133757961783	0.5294117647058824	0.53309265944645	0.552896725440806	0.5282776349614395	0.5440414507772021	0.5299877600979193	0.5088676671214188	0.55249343832021	0.5816831683168316	0.5489964580873672	0.5408450704225352	0.5983606557377049	0.5173333333333333	0.5051020408163265	0.5248138957816377	0.5126050420168067	0.5332555425904317	0.5600475624256838	0.5994930291508238	0.5452261306532663	0.591812865497076	0.5671819262782402	0.0	0.5600505689001264	0.5172839506172839	0.524869109947644	0.7549668874172185	0.5424657534246575	0.5577156743620899	0.5266579973992198	0.5607142857142857	0.5449936628643853	0.5559796437659033	0.5587096774193548	0.5512978986402967	0.5441558441558442	0.5103734439834025	0.5294117647058824	0.5309278350515464
Unknown_G2.1	0.5844875346260388	0.5425149700598803	0.5454545454545454	0.552665799739922	0.5707070707070707	0.5637755102040817	0.5875331564986738	0.5550351288056206	0.5558312655086849	0.5731857318573186	0.5815691158156912	0.5367027677496992	0.5401844532279315	0.5366492146596858	0.5266497461928934	0.5330188679245284	0.6042496679946879	0.5362318840579711	0.5643312101910828	0.51625	0.5632458233890215	0.5486111111111112	0.5496009122006842	0.5317365269461077	0.6104218362282878	0.5282308657465495	0.5170316301703163	0.5406698564593302	0.5600505689001264	0.0	0.5419664268585132	0.5302445302445302	0.7516339869281046	0.5594125500667557	0.5287637698898409	0.5468354430379747	0.5270758122743683	0.5444305381727159	0.51994851994852	0.5689001264222503	0.5435582822085889	0.5620253164556962	0.5459387483355526	0.523447401774398	0.5489949748743719
Talia	0.5736842105263158	0.5023419203747073	0.5208333333333334	0.5670731707317073	0.5439024390243903	0.5476772616136919	0.5823899371069182	0.5086306098964327	0.5677570093457944	0.5115712545676004	0.5227552275522755	0.513953488372093	0.5019206145966709	0.5323383084577115	0.5423122765196663	0.49712313003452246	0.5893536121673004	0.5555555555555556	0.5193026151930261	0.5006002400960384	0.531322505800464	0.5079365079365079	0.5210643015521065	0.5109826589595375	0.5672727272727273	0.5470588235294118	0.5443181818181818	0.5264367816091954	0.5172839506172839	0.5419664268585132	0.0	0.5024875621890548	0.7475369458128078	0.5773067331670823	0.5041420118343195	0.5171568627450981	0.5098493626882966	0.5169491525423728	0.5219512195121951	0.5204460966542751	0.5041916167664671	0.5566265060240964	0.5410872313527181	0.5036585365853659	0.5194647201946472
URG.1	0.5550786838340487	0.5105067985166872	0.5154130702836005	0.5241286863270778	0.5454545454545454	0.5342105263157895	0.5475862068965517	0.4763092269326683	0.5343511450381679	0.5468354430379747	0.5092592592592593	0.511742892459827	0.4777777777777778	0.5134408602150538	0.5019556714471969	0.5012165450121655	0.5609418282548476	0.5239852398523985	0.5013440860215054	0.5164141414141414	0.5338253382533825	0.5125748502994012	0.5280373831775701	0.5085995085995086	0.520694259012016	0.5229007633587787	0.5061881188118812	0.504950495049505	0.524869109947644	0.5302445302445302	0.5024875621890548	0.0	0.7256756756756757	0.5056022408963585	0.48984771573604063	0.462787550744249	0.47738693467336685	0.4571045576407507	0.47657295850066933	0.4444444444444444	0.4838709677419355	0.5151915455746368	0.49162011173184356	0.4728476821192053	0.4363885088919289
URG.10	0.762406015037594	0.7338308457711443	0.7506142506142506	0.73582295988935	0.7723684210526316	0.7540322580645161	0.7785613540197461	0.7530120481927711	0.7769328263624842	0.7647814910025706	0.7331536388140162	0.7597560975609756	0.7409972299168975	0.7746666666666666	0.7650834403080873	0.75	0.7897727272727273	0.7691373025516404	0.7408412483039348	0.7556675062972292	0.7653562653562653	0.7319711538461539	0.7609699769053118	0.7258064516129032	0.7154811715481172	0.7748427672955975	0.7137452711223203	0.7503059975520195	0.7549668874172185	0.7516339869281046	0.7475369458128078	0.7256756756756757	0.0	0.7570621468926554	0.7367758186397985	0.743046357615894	0.7298636926889716	0.7672634271099744	0.7200538358008075	0.7357723577235772	0.7333333333333333	0.7539893617021277	0.7457865168539326	0.7487046632124352	0.7437582128777924
