sampleID	pielou_e	faith_pd	observed_otus	shannon
G2MB8	0.7160590831071383	41.54737	656	6.700560108554188
G2MB2	0.6554197703122892	38.19064	600	6.048750226378572
UNKGMB11	0.7456476440237679	50.10218	895	7.3116298161703535
URGMB8	0.672896903193173	41.08803	677	6.327257671351786
URGMB7	0.6560714075633792	39.65111999999999	588	6.035641984398688
G12MB9	0.7272178800225219	44.85997	733	6.9214193551939225
URGMB9	0.6809941295725322	40.51841	629	6.33114536001253
AGMB3	0.7122135449245185	44.00993	728	6.771580125110249
G12MB6	0.7410292368988325	46.86888	759	7.090135189246673
FRCMB2	0.4408683616012538	16.13617	184	3.31690043297238
FRCMB3	0.5140002114695624	22.099	270	4.151484924884787
AGMB4	0.6193745584406959	42.05399	645	5.780718973957058
URGMB1	0.6882924030329929	40.28015	648	6.428547802453164
FRCMB5	0.6122710486341805	35.93614	498	5.485949778711606
