#OTU ID	UNKGMB37.S143.L001.001	UNKGMB10.S83.L001.001	UNKGMB19.S92.L001.001	UNKGMB7.S80.L001.001	UNKGMB6.S79.L001.001	UNKGMB38.S152.L001.001	LSGMB16.S61.L001.001	UNKGMB5.S78.L001.001	UNKGMB24.S97.L001.001	UNKGMB26.S115.L001.001	LSGMB10.S55.L001.001	UNKGMB28.S133.L001.001	RSGMB3.S68.L001.001	LFGMB1.S73.L001.001	RSGMB4.S69.L001.001	UNKGMB36.S134.L001.001	RSGMB5.S70.L001.001	UNKGMB12.S85.L001.001	G12MB13.S111.L001.001	UNKGMB25.S106.L001.001	RSGMB6.S71.L001.001	G12MB10.S164.L001.001	UNKGMB30.S151.L001.001	UNKGMB14.S87.L001.001	UNKGMB13.S86.L001.001	G2MB7.S144.L001.001	UNKGMB8.S81.L001.001	G12MB2.S163.L001.001	AGMB6.S121.L001.001	UNKGMB21.S94.L001.001	G12MB17.S138.L001.001	G2MB14.S136.L001.001	LSGMB14.S59.L001.001	G12MB7.S137.L001.001	LSGMB11.S56.L001.001	UNKGMB34.S116.L001.001	UNKGMB20.S93.L001.001	G2MB6.S135.L001.001	RSGMB7.S72.L001.001	LSGMB15.S60.L001.001	UNKGMB27.S124.L001.001	UNKGMB29.S142.L001.001	RSGMB1.S66.L001.001	URGMB11.S132.L001.001	G2MB12.S118.L001.001	LSGMB13.S58.L001.001	URGMB13.S150.L001.001	URGMB12.S141.L001.001	LSGMB20.S65.L001.001	UNKGMB33.S107.L001.001	LSGMB1.S46.L001.001	LSGMB17.S62.L001.001	G2MB9.S162.L001.001	G2MB11.S109.L001.001	G12MB14.S120.L001.001	URGMB2.S122.L001.001	G2MB3.S108.L001.001	URGMB5.S149.L001.001	G12MB3.S101.L001.001	G2MB13.S127.L001.001	G12MB11.S102.L001.001	G2MB10.S100.L001.001	G12MB4.S110.L001.001	URGMB4.S140.L001.001	URGMB6.S158.L001.001	G12MB1.S154.L001.001	G2MB15.S145.L001.001	URGMB14.S159.L001.001	AGMB2.S156.L001.001	AGMB7.S130.L001.001	UNKGMB35.S125.L001.001	URGMB3.S131.L001.001	LSGMB19.S64.L001.001	FRCMB4.S166.L001.001	AGMB1.S147.L001.001	FRCMB1.S139.L001.001	UNKGMB18.S91.L001.001	UNKGMB23.S96.L001.001	UNKGMB17.S90.L001.001	AGMB5.S112.L001.001	UNKGMB22.S95.L001.001	UNKGMB4.S77.L001.001	UNKGMB15.S88.L001.001	G12MB5.S119.L001.001	G12MB16.S129.L001.001	G2MB4.S117.L001.001	UNKGMB9.S82.L001.001	G2MB8.S153.L001.001	G2MB2.S99.L001.001	UNKGMB11.S84.L001.001	URGMB8.S105.L001.001	URGMB7.S167.L001.001	G12MB9.S155.L001.001	URGMB9.S114.L001.001	AGMB3.S165.L001.001	G12MB6.S128.L001.001	G12MB8.S146.L001.001	FRCMB2.S148.L001.001	URGMB10.S123.L001.001	FRCMB3.S157.L001.001	AGMB4.S103.L001.001	URGMB1.S113.L001.001	FRCMB5.S104.L001.001	G2MB1.S161.L001.001
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Shuttleworthia	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	30	0	1537	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	0	0	0	1	1	0	0	0	0	0	1	0	3	0	0	164	5	20	0	1	0	0	15	4	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	64	1	2	0	0	7	0	0	0	57	280	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__rc4-4	46	10	7	6	17	9	19	11	8	5	13	43	49	13	7	8	8	12	0	24	24	0	38	32	4	0	3	1	0	41	0	0	18	0	36	16	23	0	13	13	19	25	3	0	0	28	0	0	24	29	6	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	22	1	0	0	89	28	33	0	28	4	8	0	0	0	12	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Desulfotomaculum	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__[Clostridium]; s__difficile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila	377	1	1489	629	1367	4910	1	7	5	0	100	0	31	1848	1051	259	2382	18	2	0	14	0	203	323	4	2	66	1	1	6	0	0	1	2	23	1	0	1	2532	0	2	4408	3277	2	1	1	1	0	5	0	718	1	1	1	0	1	0	1	0	1	0	0	0	2	1	2	1	0	0	1	37	1	2627	400	0	545	0	0	0	1	0	282	1679	1	2	1	505	0	0	645	2	1	1	1	0	1	1	0	21	0	0	2	1	1
k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39	539	2435	928	2265	1044	639	1439	1056	1514	1706	1650	221	1393	1616	2768	3567	5798	2209	1385	205	3730	3271	1159	1321	1816	1981	1378	1821	1085	1900	3435	984	923	1295	17	1368	3026	2772	2195	1399	1935	895	1171	1063	1225	918	1609	444	1602	2465	1331	1236	1253	3665	974	3847	2291	543	3234	3970	1895	2738	1760	1332	1487	470	565	2213	2489	1184	1956	1658	976	9	2034	242	461	3326	1278	1403	1252	1550	3169	1527	265	333	2690	2013	182	2517	2498	3492	494	1399	1839	2267	237	299	1	1	227	1472	1146	761
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira	5931	3756	4679	2708	2902	3060	7291	1504	4713	6125	4159	6276	2426	5000	2552	7383	3627	6418	268	4020	1960	354	6661	4774	6063	194	1928	254	467	5008	263	919	6517	151	6170	4499	5378	539	1713	6307	6529	6582	1749	250	491	3496	224	282	2369	7666	2316	4962	767	668	83	126	370	351	259	390	194	350	251	498	418	78	932	292	580	970	4363	494	3336	115	336	199	5948	3107	3170	626	6097	2682	6715	412	995	1036	3242	568	968	5863	407	277	242	364	631	345	250	21	1093	2064	740	354	213	675
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium	2	0	0	0	2	0	1	0	1	1	2	0	1	0	0	1	0	0	481	1	5	355	0	1	0	19	0	4	68	0	124	165	0	91	3	1	0	364	0	0	0	0	0	22	25	3	39	54	0	0	0	0	41	246	4	93	44	51	188	409	67	39	160	38	60	12	309	95	93	69	2	79	0	185	18	276	0	0	6	63	2	0	0	140	3	220	0	113	224	1	61	35	692	22	76	62	442	0	2	0	29	43	555	86
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Clostridium	0	19	0	39	48	52	7	0	6	12	4	4	9	0	8	9	10	0	0	1	0	0	7	0	0	1	70	0	0	2	0	0	3	0	0	2	6	0	9	2	5	1	7	0	0	5	0	0	6	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	13	34	5	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	1	2	1	0	3	0	1	0	3	1	2	2	1	0	0	3	1	0	1423	2	6	207	3	1	1	3	2	6	15	1	167	193	0	49	6	3	0	592	0	1	1	0	0	22	24	1	69	64	0	0	0	0	27	330	1	166	60	58	62	537	106	39	357	46	78	4	413	155	55	9	2	87	0	6	5	14	2	1	3	30	4	0	1	106	8	352	0	58	776	0	124	16	524	59	87	63	592	0	0	0	18	55	374	27
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus	3452	1868	1879	3388	2415	2490	1907	2360	1455	1437	2788	1391	1352	3794	1851	2039	998	5795	2195	1955	8709	2236	1823	3461	4459	1708	5436	5354	1520	1682	740	1785	1445	361	2841	3102	1941	1635	6923	1509	2158	2256	1974	1995	659	1684	3035	1453	1803	1303	1283	1891	1191	2937	831	2391	1191	1925	3189	3058	918	1804	1731	4470	2477	1113	891	3564	3406	3165	3777	4951	2738	2	2920	107	2800	1621	3160	1627	1979	4121	2614	2464	330	2090	2434	4013	820	1724	5586	3249	1575	5985	2054	2882	2628	3	1768	28	3721	3997	915	1576
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Papillibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	22	0	0	0	0	0	0	1	0	12	32	0	3	0	0	0	27	0	0	0	0	0	0	2	0	3	5	0	0	1	0	5	0	1	1	0	9	3	7	3	24	0	0	0	1	7	12	8	1	0	15	0	0	2	1	0	0	0	0	0	0	0	41	9	16	0	14	8	0	3	0	29	1	0	36	46	0	50	16	2	2	22	9
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__callidus	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	731	0	0	0	7	0	51	0	1	10	117	0	0	0	0	0	2	0	0	0	1	0	24	20	0	35	53	0	0	0	0	37	9	11	95	61	106	1	6	33	71	12	111	34	345	15	86	75	0	0	79	0	0	176	0	2	0	0	0	0	0	0	61	41	15	0	6	204	0	26	27	199	128	0	43	236	0	0	0	0	101	1	8
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__bromii	0	1	1	4	1	0	0	0	0	0	3	1	0	1	0	1	0	0	4	1	20	10	0	2	1	9	10	4	3	1	2	3	1	0	1	0	0	6	23	0	1	0	2	4	1	0	11	0	1	1	0	1	0	12	4	9	2	0	1	19	1	0	6	32	8	1	4	47	16	6	0	37	4	0	5	0	0	0	1	6	0	4	1	4	1	5	1	10	0	0	56	21	6	82	14	11	19	0	2	0	40	38	0	2
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__flavefaciens	1	110	0	27	338	0	161	287	4	0	35	18	150	1	198	19	66	3	57	169	294	16	43	16	1	0	161	2	4	202	0	79	116	113	4	72	4	0	24	100	104	12	9	0	101	373	1	1	54	0	14	78	1	0	1	1	2	1	4	0	22	0	0	1	1	26	0	1	0	22	71	1	0	0	4	0	157	29	3	0	48	27	0	5	0	0	2	0	0	2	0	1	36	3	0	1	43	1	0	0	0	3	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae	4	0	2	5	4	4	1	8	2	6	1	1	6	5	0	10	1	0	0	5	3	0	15	1	6	0	10	0	0	10	0	0	5	0	4	1	2	0	3	5	5	7	3	0	0	3	0	0	2	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	9	1	2	0	6	5	6	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Syntrophomonadaceae; g__Syntrophomonas	7	1	1	0	0	0	3	0	17	5	0	3	6	1	0	0	1	0	0	1	1	0	13	0	0	0	1	0	0	14	0	0	1	0	0	6	4	0	0	2	2	4	0	0	0	4	0	0	5	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	3	8	13	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__SBYG_4172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella	8	27	16	22	10	13	20	2	15	15	6	1	11	43	6	10	1	8	0	13	18	0	34	3	1	0	4	0	0	29	0	13	23	2	23	20	24	7	1	8	19	4	1	0	0	21	1	1	9	14	5	33	2	0	0	0	1	1	1	0	1	0	0	0	0	0	13	8	0	0	35	1	15	17	0	10	8	21	21	1	5	0	1	1	0	8	1	5	0	2	1	0	5	1	0	2	17	0	25	305	1	1	0	0
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae	63	35	42	26	11	14	59	33	80	28	44	86	67	36	67	171	62	55	0	162	44	0	65	16	46	2	16	0	0	172	0	0	85	2	123	32	131	0	39	63	33	49	24	0	0	63	0	0	33	76	78	78	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	34	39	0	90	77	41	104	0	24	14	75	0	0	0	35	0	0	69	0	0	1	1	0	1	0	94	0	3746	0	1	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]	8	17	107	74	65	85	42	81	25	34	24	5	580	135	46	23	64	37	37	50	30	71	56	66	31	346	79	57	73	25	125	83	29	46	29	18	20	21	70	28	42	19	1026	44	251	73	112	68	72	20	49	55	95	130	58	72	98	70	22	127	22	52	75	98	50	58	36	63	136	93	23	82	104	8	180	19	98	28	82	147	43	79	25	89	27	56	21	60	35	14	79	51	60	77	62	100	80	18	45	1	66	79	15	23
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas; s__ruminantium	0	1	1	2	1	0	0	5	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas	0	2	0	0	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	9	0	1	0	0	2	23	0	18	0	0	0	16	0	0	0	0	0	1	0	0	18	14	0	0	0	0	9	4	0	4	7	14	3	0	1	7	2	2	1	0	14	10	0	1	0	5	0	6	0	8	0	0	0	1	0	0	0	21	2	13	0	20	24	0	4	4	11	9	3	27	8	0	5	42	4	5	1	37
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Acidaminobacteraceae]; g__Fusibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__Mogibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	2	0	0	0	41	0	53	14	0	20	14	0	2	0	0	0	5	0	0	0	0	0	3	28	0	7	0	0	0	0	0	22	37	14	14	7	7	11	33	16	5	13	4	7	9	7	4	9	31	0	3	0	0	19	20	0	0	0	5	0	0	0	12	11	18	0	24	7	0	7	8	2	8	45	13	2	0	18	2	49	7	8	12
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__Anaerovorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__RFN20	0	1	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	23	0	0	0	6	0	9	0	0	1	3	0	0	0	1	0	18	2	0	0	0	0	3	9	1	4	28	0	2	0	0	24	74	12	12	1	25	4	94	8	18	5	9	2	0	0	38	26	5	0	12	0	0	0	0	0	0	0	0	2	0	0	36	2	2	0	0	10	0	15	6	4	2	2	33	4	0	0	0	34	12	75	21
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia	0	2	0	3	2	0	0	2	1	0	4	0	1	0	0	0	4	4	31	1	0	1	0	7	3	27	0	3	0	0	4	25	1	0	0	1	0	5	1	0	0	0	1	2	36	0	25	21	1	1	0	2	17	15	6	59	12	20	0	12	4	27	3	4	7	10	13	77	0	0	1	5	3	0	245	0	1	3	1	18	0	5	3	1	8	14	0	6	8	1	28	5	0	114	5	0	0	0	109	0	2	116	31	0
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia; s__hoa12_73A10	0	1	3	0	1	0	2	0	0	0	3	0	1	5	1	0	2	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	9	3	0	1	1	1	0	0	220	0	18	0	0	0	0	0	0	0	0	0	152	0	0	0	0	1	0	1735	0	1	0	2	9	1	0	0	1	1	0	0	0	0	1	0	0	0	374	0	1	0	0	0	0	0	336	0	0
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Coprobacillus	24	19	2	44	39	14	23	170	16	16	7	23	23	7	33	27	10	36	0	68	28	0	16	12	21	0	22	0	1	18	0	0	30	0	37	15	22	0	10	19	4	14	13	0	0	44	0	0	17	44	21	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	13	1	0	0	32	5	49	0	23	14	14	0	0	0	12	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Catenibacterium	0	2	0	3	0	0	0	1	1	0	3	0	1	0	2	1	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Clostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__OPB54	1	0	0	1	0	1	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	6	0	0	2	1	0	1	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	1	0	1	0	0	2	1	0	0	3	2	1	1	4	5	0	1	3	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	1	2	0	1	0	1	0	1	2	0	3	2	0	0	0	0	1	0	0
